instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3931,2011-06-17,2,0,6,16,0,5,1,1,0.76,0.6818,0.37156355643248307,0.15203415585549812,4.248495242049359,5.659482215759621,5.87493073085203
3932,2011-06-17,2,0,6,17,0,5,1,3,0.76,0.6818,0.33647223662121295,0.17730901497041035,4.454347296253507,6.148468295917647,6.315358001522335
3933,2011-06-17,2,0,6,18,0,5,1,3,0.76,0.6818,0.33647223662121295,0.17730901497041035,4.143134726391533,5.963579343618446,6.111467339502679
3934,2011-06-17,2,0,6,19,0,5,1,3,0.64,0.5758,0.6043159668533294,0.22609917913984232,3.9889840465642745,5.62040086571715,5.796057750765372
3935,2011-06-17,2,0,6,20,0,5,1,1,0.64,0.5909,0.5766133643039938,0.0993927438780348,3.713572066704308,5.262690188904886,5.4510384535657
3936,2011-06-17,2,0,6,21,0,5,1,1,0.64,0.5909,0.5766133643039938,0.08581065641311086,3.912023005428146,5.075173815233827,5.342334251964811
3937,2011-06-17,2,0,6,22,0,5,1,1,0.62,0.5606,0.6312717768418579,0.1260157205828598,3.8918202981106265,4.852030263919617,5.170483995038151
3938,2011-06-17,2,0,6,23,0,5,1,1,0.62,0.5758,0.6043159668533294,0.1260157205828598,3.6375861597263857,4.955827057601261,5.187385805840755
3939,2011-06-18,2,0,6,0,0,6,0,1,0.62,0.5606,0.6312717768418579,0.1260157205828598,3.091042453358316,4.430816798843313,4.653960350157523
3940,2011-06-18,2,0,6,1,0,6,0,1,0.62,0.5758,0.6043159668533294,0.0993927438780348,2.772588722239781,4.394449154672439,4.564348191467836
3941,2011-06-18,2,0,6,2,0,6,0,1,0.6,0.5455,0.6312717768418579,0.0,2.833213344056216,3.6375861597263857,3.9889840465642745
3942,2011-06-18,2,0,6,3,0,6,0,1,0.6,0.5455,0.6312717768418579,0.08581065641311086,1.6094379124341003,2.833213344056216,3.044522437723423
3943,2011-06-18,2,0,6,4,0,6,0,1,0.6,0.5455,0.6312717768418579,0.08581065641311086,0.6931471805599453,1.6094379124341003,1.791759469228055
3944,2011-06-18,2,0,6,5,0,6,0,1,0.62,0.5758,0.6043159668533294,0.0,0.6931471805599453,1.9459101490553132,2.0794415416798357
3945,2011-06-18,2,0,6,6,0,6,0,1,0.62,0.5758,0.6043159668533294,0.0993927438780348,2.302585092994046,2.9444389791664403,3.332204510175204
3946,2011-06-18,2,0,6,7,0,6,0,1,0.64,0.5909,0.5766133643039938,0.1260157205828598,2.5649493574615367,3.828641396489095,4.060443010546419
3947,2011-06-18,2,0,6,8,0,6,0,1,0.66,0.6061,0.5766133643039938,0.08581065641311086,3.367295829986474,4.6443908991413725,4.882801922586371
3948,2011-06-18,2,0,6,9,0,6,0,1,0.7,0.6515,0.4762341789963716,0.20204248140615572,4.143134726391533,5.056245805348308,5.389071729816501
3949,2011-06-18,2,0,6,10,0,6,0,1,0.72,0.6818,0.4824261492442927,0.17730901497041035,4.23410650459726,5.176149732573829,5.501258210544727
3950,2011-06-18,2,0,6,11,0,6,0,1,0.72,0.6818,0.4824261492442927,0.1260157205828598,4.90527477843843,5.602118820879701,6.003887067106539
3951,2011-06-18,2,0,6,12,0,6,0,1,0.74,0.697,0.5068176023684519,0.08581065641311086,5.093750200806762,5.556828061699537,6.042632833682381
3952,2011-06-18,2,0,6,13,0,6,0,1,0.76,0.697,0.4382549309311553,0.0,4.912654885736052,5.262690188904886,5.793013608384144
3953,2011-06-18,2,0,6,14,0,6,0,2,0.8,0.7273,0.3784364357202451,0.24966863025356476,4.9344739331306915,5.2832037287379885,5.814130531825066
3954,2011-06-18,2,0,6,15,0,6,0,2,0.82,0.7576,0.3784364357202451,0.1260157205828598,5.0369526024136295,5.3706380281276624,5.908082938168931
3955,2011-06-18,2,0,6,16,0,6,0,2,0.76,0.697,0.41871033485818504,0.20204248140615572,5.267858159063328,5.62040086571715,6.150602768446279
3956,2011-06-18,2,0,6,17,0,6,0,2,0.76,0.6818,0.3920420877760237,0.15203415585549812,5.351858133476067,5.480638923341991,6.1092475827643655
3957,2011-06-18,2,0,6,18,0,6,0,2,0.74,0.6818,0.4382549309311553,0.17730901497041035,4.77912349311153,5.575949103146316,5.945420608606575
3958,2011-06-18,2,0,6,19,0,6,0,2,0.74,0.6667,0.412109650826833,0.0993927438780348,4.605170185988092,5.429345628954441,5.7899601708972535
3959,2011-06-18,2,0,6,20,0,6,0,2,0.72,0.6667,0.4574248470388754,0.1260157205828598,4.127134385045092,4.852030263919617,5.241747015059643
3960,2011-06-18,2,0,6,21,0,6,0,2,0.72,0.6818,0.5068176023684519,0.0993927438780348,4.07753744390572,4.836281906951478,5.214935757608986
3961,2011-06-18,2,0,6,22,0,6,0,2,0.72,0.6818,0.4824261492442927,0.1260157205828598,4.04305126783455,4.663439094112067,5.087596335232384
3962,2011-06-18,2,0,6,23,0,6,0,2,0.72,0.6818,0.4824261492442927,0.0,3.9889840465642745,4.584967478670572,5.017279836814924
3963,2011-06-19,2,0,6,0,0,0,0,1,0.7,0.6515,0.5007752879124893,0.0,2.9444389791664403,4.276666119016055,4.499809670330265
3964,2011-06-19,2,0,6,1,0,0,0,2,0.7,0.6515,0.5007752879124893,0.08581065641311086,2.8903717578961645,4.0943445622221,4.343805421853684
3965,2011-06-19,2,0,6,2,0,0,0,1,0.68,0.6364,0.5538851132264376,0.08581065641311086,2.6390573296152584,4.0943445622221,4.290459441148391
3966,2011-06-19,2,0,6,3,0,0,0,2,0.66,0.6061,0.5766133643039938,0.1260157205828598,2.70805020110221,2.833213344056216,3.4339872044851463
3967,2011-06-19,2,0,6,4,0,0,0,2,0.66,0.6212,0.5538851132264376,0.1260157205828598,2.0794415416798357,2.3978952727983707,2.8903717578961645
3968,2011-06-19,2,0,6,5,0,0,0,2,0.66,0.6061,0.5766133643039938,0.0,2.0794415416798357,2.5649493574615367,2.995732273553991
3969,2011-06-19,2,0,6,6,0,0,0,2,0.66,0.6061,0.5766133643039938,0.15203415585549812,2.4849066497880004,3.1354942159291497,3.5263605246161616
3970,2011-06-19,2,0,6,7,0,0,0,2,0.66,0.6061,0.5766133643039938,0.15203415585549812,3.58351893845611,3.6109179126442243,4.276666119016055
3971,2011-06-19,2,0,6,8,0,0,0,3,0.68,0.6364,0.5538851132264376,0.0993927438780348,3.258096538021482,4.0943445622221,4.442651256490317
3972,2011-06-19,2,0,6,9,0,0,0,2,0.68,0.6364,0.5538851132264376,0.0993927438780348,4.07753744390572,4.718498871295094,5.135798437050262
3973,2011-06-19,2,0,6,10,0,0,0,2,0.7,0.6515,0.4762341789963716,0.0993927438780348,4.465908118654584,5.0689042022202315,5.501258210544727
3974,2011-06-19,2,0,6,11,0,0,0,2,0.72,0.6667,0.4574248470388754,0.08581065641311086,4.955827057601261,5.4680601411351315,5.934894195619588
3975,2011-06-19,2,0,6,12,0,0,0,2,0.74,0.6818,0.4382549309311553,0.08581065641311086,4.955827057601261,5.545177444479562,5.983936280687191
3976,2011-06-19,2,0,6,13,0,0,0,2,0.74,0.6667,0.412109650826833,0.0,5.0106352940962555,5.3706380281276624,5.8971538676367405
3977,2011-06-19,2,0,6,14,0,0,0,3,0.74,0.6818,0.4574248470388754,0.0993927438780348,4.8283137373023015,5.267858159063328,5.762051382780177
3978,2011-06-19,2,0,6,15,0,0,0,2,0.74,0.6818,0.4382549309311553,0.0993927438780348,4.990432586778736,5.37989735354046,5.8944028342648505
3979,2011-06-19,2,0,6,16,0,0,0,2,0.76,0.6818,0.3920420877760237,0.0,4.804021044733257,5.552959584921617,5.937536205082426
3980,2011-06-19,2,0,6,17,0,0,0,1,0.74,0.6667,0.412109650826833,0.0,5.075173815233827,5.476463551931511,5.986452005284438
3981,2011-06-19,2,0,6,18,0,0,0,2,0.74,0.6818,0.4574248470388754,0.08581065641311086,4.3694478524670215,5.389071729816501,5.6937321388027
3982,2011-06-19,2,0,6,19,0,0,0,1,0.72,0.6818,0.4824261492442927,0.1260157205828598,4.553876891600541,5.384495062789089,5.7430031878094825
3983,2011-06-19,2,0,6,20,0,0,0,1,0.7,0.6515,0.5306282510621704,0.17730901497041035,4.465908118654584,4.990432586778736,5.4510384535657
3984,2011-06-19,2,0,6,21,0,0,0,1,0.68,0.6364,0.5822156198526637,0.1260157205828598,4.060443010546419,4.709530201312334,5.123963979403259
3985,2011-06-19,2,0,6,22,0,0,0,1,0.66,0.6061,0.5766133643039938,0.20204248140615572,3.6635616461296463,4.74493212836325,5.030437921392435
3986,2011-06-19,2,0,6,23,0,0,0,1,0.66,0.6061,0.5766133643039938,0.17730901497041035,2.70805020110221,4.3694478524670215,4.532599493153256
3987,2011-06-20,2,0,6,0,0,1,1,1,0.66,0.6061,0.6043159668533294,0.15203415585549812,2.0794415416798357,2.995732273553991,3.295836866004329
3988,2011-06-20,2,0,6,1,0,1,1,1,0.64,0.5758,0.636576829071551,0.08581065641311086,2.302585092994046,1.3862943611198906,2.5649493574615367
3989,2011-06-20,2,0,6,2,0,1,1,1,0.64,0.5758,0.636576829071551,0.08581065641311086,1.0986122886681098,0.0,1.0986122886681098
3990,2011-06-20,2,0,6,3,0,1,1,3,0.64,0.5758,0.636576829071551,0.0,0.6931471805599453,0.0,0.6931471805599453
3991,2011-06-20,2,0,6,4,0,1,1,3,0.62,0.5606,0.6312717768418579,0.15203415585549812,0.6931471805599453,1.0986122886681098,1.3862943611198906
3992,2011-06-20,2,0,6,5,0,1,1,3,0.62,0.5758,0.6043159668533294,0.1260157205828598,0.0,1.3862943611198906,1.3862943611198906
3993,2011-06-20,2,0,6,6,0,1,1,3,0.6,0.5758,0.5766133643039938,0.1260157205828598,0.6931471805599453,3.258096538021482,3.295836866004329
3994,2011-06-20,2,0,6,7,0,1,1,3,0.56,0.5303,0.6312717768418579,0.17730901497041035,0.0,3.8501476017100584,3.8501476017100584
3995,2011-06-20,2,0,6,8,0,1,1,3,0.56,0.5303,0.6043159668533294,0.17730901497041035,2.5649493574615367,5.3471075307174685,5.402677381872279
3996,2011-06-20,2,0,6,9,0,1,1,2,0.6,0.5758,0.5766133643039938,0.22609917913984232,2.995732273553991,5.303304908059076,5.393627546352362
3997,2011-06-20,2,0,6,10,0,1,1,2,0.6,0.5758,0.5766133643039938,0.22609917913984232,3.5263605246161616,4.07753744390572,4.5217885770490405
3998,2011-06-20,2,0,6,11,0,1,1,2,0.6,0.5758,0.5766133643039938,0.0993927438780348,3.332204510175204,4.219507705176107,4.553876891600541
3999,2011-06-20,2,0,6,12,0,1,1,2,0.62,0.6061,0.5247285289349821,0.0993927438780348,3.5263605246161616,4.867534450455582,5.093750200806762
4000,2011-06-20,2,0,6,13,0,1,1,1,0.64,0.6061,0.5007752879124893,0.0993927438780348,3.9318256327243257,4.867534450455582,5.19295685089021
4001,2011-06-20,2,0,6,14,0,1,1,1,0.66,0.6212,0.4762341789963716,0.0993927438780348,3.828641396489095,4.875197323201151,5.170483995038151
4002,2011-06-20,2,0,6,15,0,1,1,1,0.66,0.6212,0.4762341789963716,0.1260157205828598,4.204692619390966,4.941642422609304,5.327876168789581
4003,2011-06-20,2,0,6,16,0,1,1,1,0.7,0.6515,0.4574248470388754,0.15203415585549812,4.127134385045092,5.476463551931511,5.703782474656201
4004,2011-06-20,2,0,6,17,0,1,1,1,0.7,0.6515,0.43178241642553783,0.0,4.406719247264253,6.184148890937483,6.338594078203183
4005,2011-06-20,2,0,6,18,0,1,1,1,0.7,0.6515,0.4762341789963716,0.22609917913984232,4.174387269895637,6.163314804034641,6.289715570908998
4006,2011-06-20,2,0,6,19,0,1,1,1,0.66,0.6212,0.5007752879124893,0.20204248140615572,4.143134726391533,5.91350300563827,6.068425588244111
4007,2011-06-20,2,0,6,20,0,1,1,1,0.66,0.6212,0.5247285289349821,0.20204248140615572,3.970291913552122,5.579729825986222,5.75890177387728
4008,2011-06-20,2,0,6,21,0,1,1,1,0.64,0.6061,0.5481214085096876,0.15203415585549812,3.6888794541139363,5.123963979403259,5.332718793265369
4009,2011-06-20,2,0,6,22,0,1,1,2,0.64,0.6061,0.5481214085096876,0.20204248140615572,3.2188758248682006,4.672828834461906,4.875197323201151
4010,2011-06-20,2,0,6,23,0,1,1,1,0.62,0.5909,0.5766133643039938,0.22609917913984232,2.3978952727983707,3.9318256327243257,4.110873864173311
4011,2011-06-21,3,0,6,0,0,2,1,1,0.62,0.5909,0.5766133643039938,0.15203415585549812,2.3978952727983707,3.1780538303479458,3.5263605246161616
4012,2011-06-21,3,0,6,1,0,2,1,3,0.62,0.5909,0.5766133643039938,0.15203415585549812,1.0986122886681098,2.5649493574615367,2.70805020110221
4013,2011-06-21,3,0,6,2,0,2,1,3,0.62,0.5758,0.6043159668533294,0.15203415585549812,0.6931471805599453,1.791759469228055,1.9459101490553132
4014,2011-06-21,3,0,6,3,0,2,1,3,0.62,0.5758,0.6043159668533294,0.15203415585549812,0.0,1.0986122886681098,1.0986122886681098
4015,2011-06-21,3,0,6,4,0,2,1,2,0.6,0.5455,0.6312717768418579,0.0993927438780348,1.0986122886681098,2.0794415416798357,2.302585092994046
4016,2011-06-21,3,0,6,5,0,2,1,2,0.6,0.5455,0.6312717768418579,0.1260157205828598,1.3862943611198906,3.1354942159291497,3.258096538021482
4017,2011-06-21,3,0,6,6,0,2,1,2,0.6,0.5455,0.6312717768418579,0.1260157205828598,2.1972245773362196,4.68213122712422,4.7535901911063645
4018,2011-06-21,3,0,6,7,0,2,1,2,0.6,0.5152,0.6626879730752367,0.0,3.091042453358316,5.666426688112432,5.736572297479192
4019,2011-06-21,3,0,6,8,0,2,1,2,0.62,0.5606,0.6312717768418579,0.0993927438780348,3.5263605246161616,5.910796644040527,5.996452088619021
4020,2011-06-21,3,0,6,9,0,2,1,2,0.62,0.5606,0.6312717768418579,0.22609917913984232,3.4965075614664802,5.497168225293202,5.62040086571715
4021,2011-06-21,3,0,6,10,0,2,1,2,0.64,0.5758,0.6043159668533294,0.17730901497041035,3.7376696182833684,4.795790545596741,5.087596335232384
4022,2011-06-21,3,0,6,11,0,2,1,1,0.66,0.6061,0.6043159668533294,0.15203415585549812,3.970291913552122,4.787491742782046,5.147494476813453
4023,2011-06-21,3,0,6,12,0,2,1,1,0.7,0.6667,0.5538851132264376,0.15203415585549812,3.713572066704308,5.0106352940962555,5.247024072160486
4024,2011-06-21,3,0,6,13,0,2,1,1,0.74,0.697,0.5068176023684519,0.15203415585549812,3.912023005428146,5.0689042022202315,5.337538079701318
4025,2011-06-21,3,0,6,14,0,2,1,1,0.76,0.7121,0.4824261492442927,0.20204248140615572,3.8066624897703196,4.6913478822291435,5.030437921392435
4026,2011-06-21,3,0,6,15,0,2,1,1,0.78,0.7424,0.4637340162321401,0.22609917913984232,3.7612001156935624,4.859812404361672,5.14166355650266
4027,2011-06-21,3,0,6,16,0,2,1,1,0.8,0.7727,0.4637340162321401,0.20204248140615572,4.143134726391533,5.6131281063880705,5.817111159963204
4028,2011-06-21,3,0,6,17,0,2,1,1,0.78,0.7576,0.5068176023684519,0.20204248140615572,4.189654742026425,6.230481447578482,6.35088571671474
4029,2011-06-21,3,0,6,18,0,2,1,2,0.76,0.7273,0.5306282510621704,0.22609917913984232,4.219507705176107,6.152732694704104,6.285998094508865
4030,2011-06-21,3,0,6,19,0,2,1,2,0.74,0.7121,0.5538851132264376,0.20204248140615572,4.219507705176107,5.883322388488279,6.054439346269371
4031,2011-06-21,3,0,6,20,0,2,1,3,0.74,0.697,0.5306282510621704,0.20204248140615572,4.290459441148391,5.541263545158426,5.7899601708972535
4032,2011-06-21,3,0,6,21,0,2,1,1,0.72,0.697,0.5538851132264376,0.17730901497041035,3.6635616461296463,5.2574953720277815,5.438079308923196
4033,2011-06-21,3,0,6,22,0,2,1,1,0.7,0.6667,0.5822156198526637,0.0993927438780348,2.5649493574615367,4.584967478670572,4.700480365792417
4034,2011-06-21,3,0,6,23,0,2,1,1,0.7,0.6667,0.5538851132264376,0.0993927438780348,2.4849066497880004,3.9889840465642745,4.174387269895637
4035,2011-06-22,3,0,6,0,0,3,1,1,0.66,0.6061,0.5766133643039938,0.17730901497041035,2.772588722239781,2.9444389791664403,3.5263605246161616
4036,2011-06-22,3,0,6,1,0,3,1,1,0.66,0.6061,0.5766133643039938,0.1260157205828598,1.0986122886681098,2.995732273553991,3.091042453358316
4037,2011-06-22,3,0,6,2,0,3,1,1,0.66,0.6061,0.5766133643039938,0.0,1.0986122886681098,1.791759469228055,2.0794415416798357
4038,2011-06-22,3,0,6,3,0,3,1,1,0.66,0.6061,0.5766133643039938,0.1260157205828598,0.0,2.0794415416798357,2.0794415416798357
4039,2011-06-22,3,0,6,4,0,3,1,1,0.64,0.5758,0.6043159668533294,0.0,1.3862943611198906,2.1972245773362196,2.4849066497880004
4040,2011-06-22,3,0,6,5,0,3,1,1,0.64,0.5758,0.636576829071551,0.0,1.0986122886681098,3.091042453358316,3.1780538303479458
4041,2011-06-22,3,0,6,6,0,3,1,1,0.66,0.6061,0.6043159668533294,0.0,2.5649493574615367,4.709530201312334,4.812184355372417
4042,2011-06-22,3,0,6,7,0,3,1,1,0.7,0.6667,0.5822156198526637,0.0,3.1780538303479458,5.666426688112432,5.7430031878094825
4043,2011-06-22,3,0,6,8,0,3,1,1,0.72,0.697,0.5538851132264376,0.0993927438780348,3.332204510175204,5.983936280687191,6.049733455231958
4044,2011-06-22,3,0,6,9,0,3,1,1,0.72,0.697,0.5822156198526637,0.15203415585549812,2.70805020110221,5.327876168789581,5.393627546352362
4045,2011-06-22,3,0,6,10,0,3,1,1,0.74,0.697,0.5306282510621704,0.22609917913984232,3.4657359027997265,4.653960350157523,4.912654885736052
4046,2011-06-22,3,0,6,11,0,3,1,1,0.74,0.697,0.5306282510621704,0.15203415585549812,3.6375861597263857,4.6913478822291435,4.983606621708336
4047,2011-06-22,3,0,6,12,0,3,1,2,0.8,0.7727,0.4637340162321401,0.20204248140615572,3.8066624897703196,4.976733742420574,5.241747015059643
4048,2011-06-22,3,0,6,13,0,3,1,2,0.82,0.7879,0.44468582126144574,0.22609917913984232,3.5553480614894135,4.736198448394496,4.997212273764115
4049,2011-06-22,3,0,6,14,0,3,1,2,0.82,0.7727,0.41871033485818504,0.24966863025356476,3.4965075614664802,4.736198448394496,4.983606621708336
4050,2011-06-22,3,0,6,15,0,3,1,2,0.82,0.7879,0.44468582126144574,0.24966863025356476,3.4965075614664802,4.74493212836325,4.990432586778736
4051,2011-06-22,3,0,6,16,0,3,1,2,0.82,0.803,0.4637340162321401,0.2839752105204545,3.5553480614894135,5.41610040220442,5.556828061699537
4052,2011-06-22,3,0,6,17,0,3,1,2,0.8,0.7576,0.4382549309311553,0.32793590559892655,4.219507705176107,6.137727054086234,6.272877006546167
4053,2011-06-22,3,0,6,18,0,3,1,2,0.8,0.7727,0.4637340162321401,0.22609917913984232,4.204692619390966,6.104793232414985,6.2422232654551655
4054,2011-06-22,3,0,6,19,0,3,1,2,0.8,0.7424,0.41871033485818504,0.22609917913984232,4.143134726391533,5.638354669333745,5.8377304471659395
4055,2011-06-22,3,0,6,20,0,3,1,1,0.74,0.7121,0.5538851132264376,0.1260157205828598,3.970291913552122,5.442417710521793,5.645446897643238
4056,2011-06-22,3,0,6,21,0,3,1,1,0.74,0.7121,0.5822156198526637,0.15203415585549812,3.4657359027997265,5.37989735354046,5.5134287461649825
4057,2011-06-22,3,0,6,22,0,3,1,2,0.72,0.697,0.5822156198526637,0.17730901497041035,3.258096538021482,4.820281565605037,5.003946305945459
4058,2011-06-22,3,0,6,23,0,3,1,2,0.72,0.697,0.5822156198526637,0.20204248140615572,2.70805020110221,4.5217885770490405,4.663439094112067
4059,2011-06-23,3,0,6,0,0,4,1,1,0.72,0.697,0.5822156198526637,0.20204248140615572,1.791759469228055,3.8066624897703196,3.912023005428146
4060,2011-06-23,3,0,6,1,0,4,1,1,0.72,0.697,0.5538851132264376,0.20204248140615572,1.791759469228055,3.295836866004329,3.4657359027997265
4061,2011-06-23,3,0,6,2,0,4,1,1,0.72,0.697,0.5538851132264376,0.20204248140615572,0.0,1.6094379124341003,1.6094379124341003
4062,2011-06-23,3,0,6,3,0,4,1,2,0.72,0.697,0.5538851132264376,0.15203415585549812,0.6931471805599453,1.6094379124341003,1.791759469228055
4063,2011-06-23,3,0,6,4,0,4,1,2,0.7,0.6667,0.5822156198526637,0.1260157205828598,0.0,2.0794415416798357,2.0794415416798357
4064,2011-06-23,3,0,6,5,0,4,1,1,0.72,0.697,0.5538851132264376,0.15203415585549812,1.0986122886681098,3.1354942159291497,3.2188758248682006
4065,2011-06-23,3,0,6,6,0,4,1,1,0.72,0.697,0.5538851132264376,0.15203415585549812,2.1972245773362196,4.532599493153256,4.61512051684126
4066,2011-06-23,3,0,6,7,0,4,1,2,0.72,0.697,0.5538851132264376,0.1260157205828598,3.295836866004329,5.71042701737487,5.793013608384144
4067,2011-06-23,3,0,6,8,0,4,1,2,0.74,0.697,0.5306282510621704,0.17730901497041035,3.044522437723423,6.023447592961033,6.07073772800249
4068,2011-06-23,3,0,6,9,0,4,1,2,0.74,0.697,0.5306282510621704,0.1260157205828598,3.5263605246161616,5.272999558563747,5.429345628954441
4069,2011-06-23,3,0,6,10,0,4,1,2,0.76,0.7273,0.5068176023684519,0.1260157205828598,3.6888794541139363,4.48863636973214,4.852030263919617
4070,2011-06-23,3,0,6,11,0,4,1,3,0.76,0.7273,0.5068176023684519,0.22609917913984232,3.367295829986474,4.6913478822291435,4.919980925828125
4071,2011-06-23,3,0,6,12,0,4,1,2,0.76,0.7273,0.5068176023684519,0.24966863025356476,3.4339872044851463,4.875197323201151,5.081404364984463
4072,2011-06-23,3,0,6,13,0,4,1,2,0.76,0.7121,0.4824261492442927,0.24966863025356476,3.6375861597263857,5.0106352940962555,5.231108616854587
4073,2011-06-23,3,0,6,14,0,4,1,2,0.76,0.7273,0.5068176023684519,0.26120975212066605,3.8501476017100584,4.6443908991413725,5.0106352940962555
4074,2011-06-23,3,0,6,15,0,4,1,2,0.76,0.697,0.41871033485818504,0.306160293697554,4.143134726391533,4.852030263919617,5.247024072160486
4075,2011-06-23,3,0,6,16,0,4,1,2,0.74,0.6818,0.4824261492442927,0.26120975212066605,4.07753744390572,5.384495062789089,5.62040086571715
4076,2011-06-23,3,0,6,17,0,4,1,2,0.72,0.6818,0.5306282510621704,0.306160293697554,4.31748811353631,6.206575926724928,6.345636360828596
4077,2011-06-23,3,0,6,18,0,4,1,1,0.72,0.6818,0.5306282510621704,0.3491769037613752,4.060443010546419,6.182084906716632,6.293419278846481
4078,2011-06-23,3,0,6,19,0,4,1,1,0.72,0.6818,0.5306282510621704,0.306160293697554,4.04305126783455,5.84354441703136,5.993961427306569
4079,2011-06-23,3,0,6,20,0,4,1,1,0.7,0.6667,0.5538851132264376,0.20204248140615572,4.330733340286331,5.627621113690637,5.8664680569332965
4080,2011-06-23,3,0,6,21,0,4,1,1,0.7,0.6667,0.5538851132264376,0.17730901497041035,3.8501476017100584,5.241747015059643,5.459585514144159
4081,2011-06-23,3,0,6,22,0,4,1,2,0.7,0.6667,0.5538851132264376,0.20204248140615572,3.1780538303479458,4.941642422609304,5.093750200806762
4082,2011-06-23,3,0,6,23,0,4,1,1,0.7,0.6667,0.5538851132264376,0.24966863025356476,2.772588722239781,4.51085950651685,4.663439094112067
4083,2011-06-24,3,0,6,0,0,5,1,1,0.68,0.6364,0.5822156198526637,0.17730901497041035,2.3978952727983707,3.9889840465642745,4.1588830833596715
4084,2011-06-24,3,0,6,1,0,5,1,1,0.66,0.6061,0.6043159668533294,0.2839752105204545,2.1972245773362196,3.044522437723423,3.367295829986474
4085,2011-06-24,3,0,6,2,0,5,1,1,0.66,0.6061,0.6043159668533294,0.2839752105204545,1.6094379124341003,2.3978952727983707,2.70805020110221
4086,2011-06-24,3,0,6,3,0,5,1,1,0.66,0.6061,0.6043159668533294,0.15203415585549812,0.6931471805599453,1.6094379124341003,1.791759469228055
4087,2011-06-24,3,0,6,4,0,5,1,1,0.66,0.6061,0.6043159668533294,0.08581065641311086,0.6931471805599453,2.1972245773362196,2.302585092994046
4088,2011-06-24,3,0,6,5,0,5,1,1,0.64,0.5758,0.636576829071551,0.08581065641311086,1.0986122886681098,2.9444389791664403,3.044522437723423
4089,2011-06-24,3,0,6,6,0,5,1,1,0.66,0.6061,0.6043159668533294,0.1260157205828598,1.6094379124341003,4.477336814478207,4.5217885770490405
4090,2011-06-24,3,0,6,7,0,5,1,2,0.66,0.6061,0.6043159668533294,0.20204248140615572,3.091042453358316,5.5134287461649825,5.594711379601839
4091,2011-06-24,3,0,6,8,0,5,1,1,0.7,0.6667,0.5538851132264376,0.20204248140615572,3.332204510175204,6.0867747269123065,6.1463292576688975
4092,2011-06-24,3,0,6,9,0,5,1,1,0.74,0.6818,0.4824261492442927,0.1260157205828598,3.367295829986474,5.318119993844216,5.44673737166631
4093,2011-06-24,3,0,6,10,0,5,1,1,0.8,0.7273,0.35767444427181594,0.24966863025356476,3.784189633918261,4.634728988229636,4.983606621708336
4094,2011-06-24,3,0,6,11,0,5,1,1,0.8,0.7121,0.3220834991691133,0.2839752105204545,4.04305126783455,4.997212273764115,5.318119993844216
4095,2011-06-24,3,0,6,12,0,5,1,1,0.8,0.7121,0.3435897043900769,0.24966863025356476,3.9512437185814275,5.017279836814924,5.308267697401205
4096,2011-06-24,3,0,6,13,0,5,1,1,0.8,0.7121,0.3074846997479606,0.20204248140615572,3.784189633918261,5.187385805840755,5.402677381872279
4097,2011-06-24,3,0,6,14,0,5,1,1,0.78,0.697,0.35767444427181594,0.24966863025356476,4.219507705176107,5.093750200806762,5.438079308923196
4098,2011-06-24,3,0,6,15,0,5,1,1,0.82,0.7273,0.29266961396282,0.32793590559892655,4.248495242049359,4.997212273764115,5.37989735354046
4099,2011-06-24,3,0,6,16,0,5,1,1,0.8,0.697,0.2851789422336624,0.3491769037613752,4.394449154672439,5.5134287461649825,5.793013608384144
4100,2011-06-24,3,0,6,17,0,5,1,1,0.76,0.6667,0.31481073984003355,0.22609917913984232,4.454347296253507,6.159095388491933,6.324358962381311
4101,2011-06-24,3,0,6,18,0,5,1,1,0.76,0.6667,0.31481073984003355,0.26120975212066605,4.477336814478207,5.902633333401366,6.115892125483034
4102,2011-06-24,3,0,6,19,0,5,1,1,0.74,0.6515,0.33647223662121295,0.20204248140615572,4.532599493153256,5.683579767338681,5.955837369464831
4103,2011-06-24,3,0,6,20,0,5,1,1,0.72,0.6515,0.37156355643248307,0.15203415585549812,4.204692619390966,5.407171771460119,5.666426688112432
4104,2011-06-24,3,0,6,21,0,5,1,1,0.7,0.6515,0.3920420877760237,0.1260157205828598,3.9318256327243257,5.214935757608986,5.455321115357702
4105,2011-06-24,3,0,6,22,0,5,1,1,0.7,0.6515,0.3920420877760237,0.0,3.7376696182833684,4.844187086458591,5.123963979403259
4106,2011-06-24,3,0,6,23,0,5,1,1,0.68,0.6364,0.412109650826833,0.1260157205828598,3.5263605246161616,4.941642422609304,5.153291594497779
4107,2011-06-25,3,0,6,0,0,6,0,1,0.68,0.6364,0.3852624007906449,0.15203415585549812,2.995732273553991,4.584967478670572,4.762173934797756
4108,2011-06-25,3,0,6,1,0,6,0,1,0.66,0.6212,0.4054651081081644,0.15203415585549812,3.044522437723423,4.330733340286331,4.564348191467836
4109,2011-06-25,3,0,6,2,0,6,0,2,0.66,0.6212,0.4054651081081644,0.17730901497041035,2.1972245773362196,3.9512437185814275,4.0943445622221
4110,2011-06-25,3,0,6,3,0,6,0,1,0.64,0.6212,0.4510756193602166,0.17730901497041035,2.9444389791664403,3.091042453358316,3.6888794541139363
