instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
215,2011-08-03,3,0,8,0,3,1,2,0.731667,0.679937,0.5053104430778805,0.12714617544474638,6.148468295917647,3107,3574
216,2011-08-04,3,0,8,0,4,1,2,0.71,0.664788,0.5638923447026829,0.17994373200799052,6.684611727667927,3777,4576
217,2011-08-05,3,0,8,0,5,1,1,0.710833,0.656567,0.4890909272254823,0.16948620159066993,6.931471805599453,3843,4866
218,2011-08-06,3,0,8,0,6,0,2,0.716667,0.676154,0.5624688569178292,0.20559039206662055,7.3277805384216315,2773,4294
219,2011-08-07,3,0,8,0,0,0,1,0.7425,0.715292,0.5612812574137241,0.1835599563272794,7.1693500166706,2487,3785
220,2011-08-08,3,0,8,0,1,1,1,0.765,0.703283,0.46504322174156604,0.17577936994785612,6.741700694652055,3480,4326
221,2011-08-09,3,0,8,0,2,1,1,0.775,0.724121,0.4513411891889692,0.14073625019180822,6.811244378601294,3695,4602
222,2011-08-10,3,0,8,0,3,1,1,0.766667,0.684983,0.35358708139447476,0.18253653368476686,6.785587645007929,3896,4780
223,2011-08-11,3,0,8,0,4,1,1,0.7175,0.651521,0.35329423577925484,0.152545964388454,6.70073110954781,3980,4792
224,2011-08-12,3,0,8,0,5,1,1,0.708333,0.654042,0.3471295310952009,0.1183348833604258,6.9584483932976555,3854,4905
225,2011-08-13,3,0,8,0,6,0,2,0.685833,0.645858,0.5478803389923386,0.1918212910942373,7.316548177182976,2646,4150
226,2011-08-14,3,0,8,0,0,0,2,0.676667,0.624388,0.5974619304255374,0.20100672990534393,7.199678345691172,2482,3820
227,2011-08-15,3,0,8,0,1,1,1,0.665833,0.616167,0.5377107578527809,0.18975552293528128,6.654152520183219,3563,4338
228,2011-08-16,3,0,8,0,2,1,1,0.700833,0.645837,0.45636922677666775,0.21214650484533423,6.582025138892826,4004,4725
229,2011-08-17,3,0,8,0,3,1,1,0.723333,0.666671,0.4545199991391104,0.13423976666837617,6.505784060128229,4026,4694
230,2011-08-18,3,0,8,0,4,1,1,0.711667,0.662258,0.5035490133346049,0.20961890419662063,6.461468176353717,3166,3805
231,2011-08-19,3,0,8,0,5,1,2,0.685,0.633221,0.5440187845921108,0.13042106055280522,6.682108597449809,3356,4153
232,2011-08-20,3,0,8,0,6,0,1,0.6975,0.648996,0.5153157281428548,0.09936286565893743,7.557472901614746,3277,5191
233,2011-08-21,3,0,8,0,0,0,1,0.710833,0.675525,0.5709795465857378,0.22214625417869918,7.1308988302963465,2624,3873
234,2011-08-22,3,0,8,0,1,1,1,0.691667,0.638254,0.3852624007906449,0.24431778654561623,6.726233402358747,3925,4758
235,2011-08-23,3,0,8,0,2,1,1,0.640833,0.606067,0.3752924575002563,0.1369431908163251,7.156176637480615,4614,5895
236,2011-08-24,3,0,8,0,3,1,1,0.673333,0.630692,0.4731237565819792,0.22562686533598877,6.856461984594587,4181,5130
237,2011-08-25,3,0,8,0,4,1,2,0.684167,0.645854,0.5719209112725384,0.19130855250165504,6.077642243349034,3107,3542
238,2011-08-26,3,0,8,0,5,1,1,0.7,0.659733,0.566023784230753,0.08062330832312398,6.645090969505644,3893,4661
239,2011-08-27,3,0,8,0,6,0,2,0.68,0.635556,0.6151856390902334,0.3189023577432871,5.424950017481403,889,1115
240,2011-08-28,3,0,8,0,0,0,1,0.707059,0.647959,0.4458165919556311,0.26594170394717026,7.255591274253665,2919,4334
241,2011-08-29,3,0,8,0,1,1,1,0.636667,0.607958,0.4412073424653713,0.1482691316684812,6.593044534142437,3905,4634
242,2011-08-30,3,0,8,0,2,1,1,0.639167,0.594704,0.437178868312416,0.11779014674221074,6.654152520183219,4429,5204
243,2011-08-31,3,0,8,0,3,1,1,0.656667,0.611121,0.4687009060702522,0.08004267690430518,6.535241271013659,4370,5058
244,2011-09-01,3,0,9,0,4,1,1,0.655,0.614921,0.4941881859683102,0.13260246130138795,6.664409020350408,4332,5115
245,2011-09-02,3,0,9,0,5,1,2,0.643333,0.604808,0.546433858229721,0.13096597976512628,6.775366090936392,3852,4727
246,2011-09-03,3,0,9,0,6,0,1,0.669167,0.633213,0.5403846201822735,0.17001699858763167,7.568379267836522,2549,4484
247,2011-09-04,3,0,9,0,0,0,1,0.709167,0.665429,0.5550815236787254,0.1876962538647035,7.8328075165248645,2419,4940
248,2011-09-05,3,0,9,1,1,0,2,0.673333,0.625646,0.5824485536153429,0.1928459802501672,7.1204443723924875,2115,3351
249,2011-09-06,3,0,9,0,2,1,3,0.54,0.5152,0.6349654786333986,0.29560783048731226,5.3230099791384085,2506,2710
250,2011-09-07,3,0,9,0,3,1,3,0.599167,0.544229,0.650804759944172,0.09259814191552725,4.77912349311153,1878,1996
251,2011-09-08,3,0,9,0,4,1,3,0.633913,0.555361,0.6624637211285247,0.1762598886153564,5.0369526024136295,1689,1842
252,2011-09-09,3,0,9,0,5,1,2,0.65,0.578946,0.6407569689891808,0.1172308832482947,6.035481432524756,3127,3544
253,2011-09-10,3,0,9,0,6,0,1,0.66,0.607962,0.5617563524345336,0.14289442233726193,7.467942332285852,3595,5345
254,2011-09-11,3,0,9,0,0,0,1,0.653333,0.609229,0.538683951894387,0.10890283423263715,7.3987862754199485,3413,5046
255,2011-09-12,3,0,9,0,1,1,1,0.644348,0.60213,0.5260140927761147,0.08517995095230027,6.53813982376767,4023,4713
256,2011-09-13,3,0,9,0,2,1,1,0.650833,0.603554,0.5379542911542433,0.1326094677823829,6.553933404025811,4062,4763
257,2011-09-14,3,0,9,0,3,1,1,0.673333,0.6269,0.5289108948969377,0.15469338967648052,6.473890696352274,4138,4785
258,2011-09-15,3,0,9,0,4,1,2,0.5775,0.553671,0.5360061173230861,0.23991885579120284,6.061456918928017,3231,3659
259,2011-09-16,3,0,9,0,5,1,2,0.469167,0.461475,0.463996245997853,0.15201955344687348,6.610696044717759,4018,4760
260,2011-09-17,3,0,9,0,6,0,2,0.491667,0.478512,0.5413546348143738,0.17368016057861937,7.268920128193722,3077,4511
261,2011-09-18,3,0,9,0,0,0,1,0.5075,0.490537,0.5276827408324136,0.16422801817333202,7.21081845347222,2921,4274
262,2011-09-19,3,0,9,0,1,1,2,0.549167,0.529675,0.5247285289349821,0.1412755788579536,6.539585955617669,3848,4539
263,2011-09-20,3,0,9,0,2,1,2,0.561667,0.532217,0.6319364495150488,0.12659212147769747,6.0844994130751715,3203,3641
264,2011-09-21,3,0,9,0,3,1,2,0.595,0.550533,0.6418538861723948,0.09203591615787228,6.29156913955832,3813,4352
265,2011-09-22,3,0,9,0,4,1,2,0.628333,0.554963,0.6429496014465762,0.12055696253910868,6.320768294250582,4240,4795
266,2011-09-23,4,0,9,0,5,1,2,0.609167,0.522125,0.6793017737378922,0.07544758161901823,5.556828061699537,2137,2395
267,2011-09-24,4,0,9,0,6,0,2,0.606667,0.564412,0.6219196712715775,0.07546297515095315,7.482681828154651,3647,5423
268,2011-09-25,4,0,9,0,0,0,2,0.634167,0.572637,0.6124792774924905,0.049151241830189554,7.3427791893318455,3466,5010
269,2011-09-26,4,0,9,0,1,1,2,0.649167,0.589042,0.6142841517915534,0.10499044719093728,6.529418838262226,3946,4630
270,2011-09-27,4,0,9,0,2,1,2,0.636667,0.574525,0.634149016593554,0.11169431473645215,6.169610732491456,3643,4120
271,2011-09-28,4,0,9,0,3,1,2,0.635,0.575158,0.6145097350428725,0.1385690572574865,6.175867270105761,3427,3907
272,2011-09-29,4,0,9,0,4,1,1,0.616667,0.574512,0.5301381309729396,0.15946482045102606,6.483107351457199,4186,4839
273,2011-09-30,4,0,9,0,5,1,1,0.564167,0.544829,0.49925898739452523,0.18770288477419075,6.7226297948554485,4372,5202
274,2011-10-01,4,0,10,0,6,0,2,0.41,0.412863,0.5617563524345336,0.25642048128769895,6.175867270105761,1949,2429
275,2011-10-02,4,0,10,0,0,0,2,0.356667,0.345317,0.5831464713921112,0.2004994989906896,6.424869023905388,2302,2918
276,2011-10-03,4,0,10,0,1,1,2,0.384167,0.392046,0.5657869925356405,0.08005421529963114,5.802118375377063,3240,3570
277,2011-10-04,4,0,10,0,2,1,1,0.484167,0.472858,0.5364933705145685,0.1871880296166085,6.18826412308259,3970,4456
278,2011-10-05,4,0,10,0,3,1,1,0.538333,0.527138,0.4995120661412973,0.16318121014152692,6.327936783729195,4267,4826
279,2011-10-06,4,0,10,0,4,1,1,0.494167,0.480425,0.4829402146209068,0.12659212147769747,6.461468176353717,4126,4765
280,2011-10-07,4,0,10,0,5,1,1,0.510833,0.504404,0.5212710795493306,0.02214468645481629,6.856461984594587,4036,4985
281,2011-10-08,4,0,10,0,6,0,1,0.521667,0.513242,0.5313632749835389,0.04440360488953218,7.71244383427499,3174,5409
282,2011-10-09,4,0,10,0,0,0,1,0.540833,0.523983,0.546675276659688,0.061518339978416985,7.7823903355874595,3114,5511
283,2011-10-10,4,0,10,1,1,0,1,0.570833,0.542925,0.5502866926469042,0.041433839305054516,7.323170717943469,3603,5117
284,2011-10-11,4,0,10,0,2,1,2,0.566667,0.546096,0.5926359989635566,0.13369312954440182,6.504288173536645,3896,4563
285,2011-10-12,4,0,10,0,3,1,3,0.543333,0.517717,0.6451379613735847,0.22166245503241155,5.384495062789089,2199,2416
286,2011-10-13,4,0,10,0,4,1,2,0.589167,0.551804,0.6400981352170388,0.13259457895158935,5.673323267171493,2623,2913
287,2011-10-14,4,0,10,0,5,1,2,0.550833,0.529675,0.5401416781000438,0.20202859128599368,6.272877006546167,3115,3644
288,2011-10-15,4,0,10,0,6,0,1,0.506667,0.498725,0.3942915827909128,0.22958913384426158,7.549609165154532,3318,5217
289,2011-10-16,4,0,10,0,0,0,1,0.511667,0.503154,0.39653670157908455,0.24820058529991584,7.466799475018602,3293,5041
290,2011-10-17,4,0,10,0,1,1,1,0.534167,0.510725,0.45716088815416106,0.16159064877851448,6.570882962339584,3857,4570
291,2011-10-18,4,0,10,0,2,1,2,0.5325,0.522721,0.5316083588348859,0.10443839063119653,6.45833828334479,4111,4748
292,2011-10-19,4,0,10,0,3,1,3,0.541739,0.513848,0.6393333438517564,0.21780050261797915,5.541263545158426,2170,2424
293,2011-10-20,4,0,10,0,4,1,1,0.475833,0.466525,0.4924070382419726,0.3522577022758163,6.156978985585555,3724,4195
294,2011-10-21,4,0,10,0,5,1,1,0.4275,0.423596,0.45372624347764534,0.19999446687112699,6.517671272912275,3628,4304
295,2011-10-22,4,0,10,0,6,0,1,0.4225,0.425492,0.4880688412469341,0.08862122215993413,7.313220387090301,2809,4308
296,2011-10-23,4,0,10,0,0,0,1,0.421667,0.422333,0.5546032461118784,0.09486689975205628,7.3901814282264295,2762,4381
297,2011-10-24,4,0,10,0,1,1,1,0.463333,0.457067,0.572155690815063,0.11224953180168994,6.551080335043404,3488,4187
298,2011-10-25,4,0,10,0,2,1,1,0.471667,0.463375,0.4842251473603182,0.15414325122823777,6.54534966033442,3992,4687
299,2011-10-26,4,0,10,0,3,1,2,0.484167,0.472846,0.5425667033015482,0.1385803750341007,6.003887067106539,3490,3894
300,2011-10-27,4,0,10,0,4,1,2,0.47,0.457046,0.5949371502504042,0.18045565040618447,5.484796933490655,2419,2659
301,2011-10-28,4,0,10,0,5,1,2,0.330833,0.318812,0.4611098213256059,0.20659050241437596,6.124683390894205,3291,3747
302,2011-10-29,4,0,10,0,6,0,3,0.254167,0.227913,0.6326006806919117,0.3011196326782168,4.060443010546419,570,627
303,2011-10-30,4,0,10,0,0,0,1,0.319167,0.321329,0.48473828900267224,0.16264337175451607,6.786716950605081,2446,3331
304,2011-10-31,4,0,10,0,1,1,1,0.34,0.356063,0.532586919852768,0.10106630873480299,5.8944028342648505,3307,3669
305,2011-11-01,4,0,11,0,2,1,1,0.400833,0.397088,0.5210234487424367,0.12713560812962804,6.018593214496234,3658,4068
306,2011-11-02,4,0,11,0,3,1,1,0.3775,0.390133,0.5415972824327444,0.07889592729527949,5.916202062607435,3816,4186
307,2011-11-03,4,0,11,0,4,1,1,0.408333,0.405921,0.5318527951196138,0.12823225194650512,5.765191102784844,3656,3974
308,2011-11-04,4,0,11,0,5,1,2,0.403333,0.403392,0.48396816959610806,0.24041670768465184,6.154858094016418,3576,4046
309,2011-11-05,4,0,11,0,6,0,1,0.326667,0.323854,0.41816215832108816,0.17316476100853692,7.053585727193677,2770,3926
310,2011-11-06,4,0,11,0,0,0,1,0.348333,0.362358,0.5507670386898111,0.08806050979063569,6.859614903654202,2697,3649
311,2011-11-07,4,0,11,0,1,1,1,0.395,0.400871,0.5646033294464617,0.055647550838814834,5.924255797414532,3662,4035
312,2011-11-08,4,0,11,0,2,1,1,0.408333,0.412246,0.5432930075143155,0.0667587109412005,5.932245187448011,3829,4205
313,2011-11-09,4,0,11,0,3,1,1,0.4,0.409079,0.5643662011205429,0.06033827494072815,5.723585101952381,3804,4109
314,2011-11-10,4,0,11,0,4,1,2,0.38,0.373721,0.5951665883761952,0.17316896599489384,5.25227342804663,2743,2933
315,2011-11-11,4,0,11,1,5,0,1,0.324167,0.306817,0.3689739995257493,0.27358948679458306,6.089044875446846,2928,3368
316,2011-11-12,4,0,11,0,6,0,1,0.356667,0.357942,0.4401350977930508,0.19232304145425597,7.151485463904735,2792,4067
317,2011-11-13,4,0,11,0,0,0,1,0.440833,0.43055,0.3772940025700134,0.24820370610876707,6.912742820493176,2713,3717
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.461897740113666,0.26742528203914423,6.39024066706535,3891,4486
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.5239886102922715,0.18201567668406995,6.1092475827643655,3746,4195
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.6575200029167941,0.12824280767945573,4.983606621708336,1672,1817
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.45478402135405155,0.26648039694389347,4.941642422609304,2914,3053
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.3435897043900769,0.1557491159330415,5.5053315359323625,3147,3392
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.40685281146897945,0.20252933076530522,6.8501261661455,2720,3663
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.5215180554318477,0.17054414117081826,6.669498089857879,2733,3520
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.6471032420585384,0.12931978624794013,5.3981627015177525,2545,2765
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.6742191706744265,0.11224953180168994,4.248495242049359,1538,1607
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.5641295854066767,0.2895490785108214,4.727387818712341,2454,2566
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.4377173671147751,0.1546968163818233,6.329720905522696,935,1495
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.4969802169439377,0.09430585745961545,6.999422467507961,1697,2792
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.5197855633534985,0.06618167042807127,7.1308988302963465,1819,3068
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.5296471817357055,0.18975552293528128,6.698268054115413,2261,3071
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.5556324363425892,0.13288793565047924,5.537334267018537,3614,3867
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.6047710545420477,0.22959628755972258,4.574710978503383,2818,2914
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.47830222544883905,0.2399282960469709,5.241747015059643,3425,3613
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.42172093004417355,0.198980358556424,5.209486152841421,3545,3727
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.4860202998239334,0.09599539953311044,5.594711379601839,3672,3940
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.47804434090653425,0.0914694499987476,6.561030665896573,2908,3614
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.5742696086172052,0.08061943364283122,6.453624998892692,2851,3485
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.602720706030093,0.060350042946636394,5.455321115357702,3578,3811
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.6676155035534602,0.20911196746647226,4.844187086458591,2468,2594
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.678245195476782,0.2360005448167181,3.9318256327243257,655,705
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.4574248470388754,0.2151581527166154,5.017279836814924,3172,3322
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.5281740655403879,0.07947334561771874,5.568344503761097,3359,3620
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.4104526496192034,0.20962944575285444,6.220590170099739,2688,3190
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.3987761199573678,0.06442135802424165,5.934894195619588,2366,2743
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.5133223044633111,0.061518339978416985,4.969813299576001,3167,3310
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.4637340162321401,0.13151060220221056,5.049856007249537,3368,3523
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.5090740907271843,0.059172556314711744,5.187385805840755,3562,3740
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.4911331943977963,0.23747397849486995,5.204006687076795,3528,3709
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.40574306947332456,0.23156796607410488,5.187385805840755,3399,3577
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.4452196531068422,0.21766215587739265,5.62040086571715,2464,2739
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.4613727400464604,0.15681484207902294,5.3981627015177525,2211,2431
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.4931706885272699,0.15947590418909358,5.564520407322694,3143,3403
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.46713514407307166,0.059749698005727055,5.37989735354046,3534,3750
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.6196798493058594,0.19999774180689733,4.68213122712422,2553,2660
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.5638923447026829,0.04619155260590878,5.429345628954441,2841,3068
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.5225071285398286,0.24235463113165484,5.099866427824199,2046,2209
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.4334044767974058,0.17420873668340417,5.049856007249537,856,1011
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.5195696828113173,0.14417912874894284,5.717027701406222,451,754
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.4100923857269847,0.21467983490201484,6.066108090103747,887,1317
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.5667332557042867,0.17264993709722357,4.6443908991413725,1059,1162
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.40807037810983765,0.257708056520962,5.545177444479562,2047,2302
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.45372624347764534,0.1128035474462498,5.541263545158426,2169,2423
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.49266185680428654,0.12604833928739764,6.198478716492308,2508,2999
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.4798506131746358,0.1989770802870879,6.501289670540389,1820,2485
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.5262067258042931,0.17577265950111648,6.532334292222349,1608,2294
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.32302798054235987,0.2849270308073951,5.501258210544727,1707,1951
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.36551079260113173,0.311645882945044,4.499809670330265,2147,2236
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.34683478801608375,0.16948957797857636,4.564348191467836,2273,2368
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.4214480313134926,0.12220612823329403,4.948759890378168,3132,3272
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.4331340998923004,0.1552141141804549,5.730099782973574,3791,4098
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.4263566847673734,0.16106216893716624,6.976348070447749,3451,4521
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.38185524246903063,0.1752482666206749,6.396929655216146,2826,3425
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.5316083588348859,0.09430967947074133,4.672828834461906,2270,2376
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.4986651844212986,0.17189404544161244,5.159055299214529,3425,3598
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.6138333738402197,0.12329758034429136,4.532599493153256,2085,2177
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.5894059087744328,0.16633359440315196,5.598421958998375,3828,4097
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.4104526496192034,0.3207115439760826,5.1647859739235145,3040,3214
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.3767226392425104,0.17158327392144718,5.811140992976701,2160,2493
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.3500700797661932,0.22414944523324787,5.652489180268651,2027,2311
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.420353720601915,0.20811762539340198,5.384495062789089,2081,2298
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.5400466990813038,0.2994599402623151,4.852030263919617,2808,2935
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.3669550223993799,0.3474326653573817,4.700480365792417,3267,3376
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4037970510074673,0.198980358556424,4.875197323201151,3162,3292
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.37156355643248307,0.18461060159742604,4.7535901911063645,3048,3163
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.6049987937832404,0.2010140910405946,4.219507705176107,1234,1301
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.5857011584110976,0.18201984461674617,5.2832037287379885,1781,1977
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.6477574782611351,0.10499764982998426,4.983606621708336,2287,2432
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.6074983294556494,0.11668643460917817,6.0867747269123065,3900,4339
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.4969802169439377,0.1493428550233472,6.148468295917647,3803,4270
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.5707439256089566,0.07082726795248923,5.501258210544727,3831,4075
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.5546032461118784,0.29465793445034016,5.598421958998375,3187,3456
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.4339443634472883,0.19130524898530968,6.654152520183219,3248,4023
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.2709808807283699,0.21515170138465728,6.326149473155099,2685,3243
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.33706705967889655,0.19539571628122646,4.844187086458591,3498,3624
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.34830692956230574,0.2325527456804257,5.783825182329737,4185,4509
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.41072922828322117,0.17316896599489384,5.720311776607412,4275,4579
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.5145688092976072,0.1715866432362549,5.25227342804663,3571,3761
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.42308692779857143,0.1642390492431889,5.739792912179234,3841,4151
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.5763790671956485,0.1150201111822673,5.953243334287785,2448,2832
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.5234952243487372,0.16211544811010634,5.765191102784844,2629,2947
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.483767224908847,0.14306084284065199,5.332718793265369,3578,3784
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.40296197789004584,0.1374802107695835,5.298317366548036,4176,4375
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.5440187845921108,0.12550514328875342,4.700480365792417,2693,2802
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.4460201870096149,0.17734000276499054,5.099866427824199,3667,3830
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.43178241642553783,0.11058295495135531,5.429345628954441,3604,3831
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.5488436909535116,0.2544840663333224,5.262690188904886,1977,2169
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.3815705603126854,0.34303068291845923,4.30406509320417,1456,1529
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.3444758364817347,0.15467882604777225,4.553876891600541,3328,3422
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.41128149342960424,0.1320619385054553,4.912654885736052,3787,3922
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.4260843953109001,0.166869452235033,4.955827057601261,4028,4169
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.5612812574137241,0.0874841818664531,4.31748811353631,2931,3005
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.4913877259479276,0.18718139529227293,5.857933154483459,3805,4154
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.4282586828947772,0.17473367482625043,7.269616749608169,2883,4318
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.4159651228409619,0.22563005739414807,6.428105272684596,2071,2689
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.41066887831306287,0.20626836288450076,6.220590170099739,2627,3129
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.46646487523507163,0.18707441073485265,5.099866427824199,3614,3777
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.44974798685371037,0.2106425382351514,5.978885764901122,4379,4773
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.4412073424653713,0.17472023984609622,6.248042874508429,4546,5062
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.5524472984568102,0.21314735540925628,5.5093883366279774,3241,3487
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.3334913696770765,0.3518125415974608,5.762051382780177,2415,2732
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.3435897043900769,0.18666959038079708,6.246106765481563,2874,3389
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.3993350241440055,0.23746688091297669,5.537334267018537,4069,4322
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.3334913696770765,0.17682062101863025,5.438079308923196,4134,4363
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.5904403629509994,0.1647658532728255,4.189654742026425,1769,1834
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.479593127679983,0.20456157072562225,5.786897381366708,4665,4990
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.5050588277149826,0.13532079069643957,5.5093883366279774,2948,3194
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.48319745664851654,0.14934974518978783,6.863803391452954,3110,4066
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.33885012149646093,0.2886098918941725,6.566672429803241,2713,3423
